lat,lon,status
34.419201,36.073372,potential
34.423931,36.070709,potential
34.438999,36.07127,potential
34.4412,36.07877,potential
34.432198,36.107071,potential
34.420498,36.138271,potential
34.384598,36.017872,potential
34.386799,36.03297,potential
34.3862,36.02737,potential
34.383099,36.02877,potential
34.376801,36.038471,potential
34.375698,36.03997,potential
34.3778,36.02597,potential
34.386898,36.014671,potential
34.3797,35.982071,potential
34.3955,36.02317,potential
34.4072,36.031269,potential
34.4212,36.035572,potential
34.378498,35.961571,potential
34.38586,35.96014,potential
34.372299,35.92947,potential
34.582481,36.076969,potential
34.583698,36.117687,potential
34.627182,36.090454,potential
34.618591,36.117226,potential
34.622169,36.058918,potential
34.604382,36.050022,potential
34.59552,36.061592,potential
34.594997,36.040554,potential
34.586884,36.017853,potential
34.563633,35.993153,potential
34.617081,36.006489,potential
34.618282,36.020687,potential
34.633316,35.977055,potential
34.638718,36.00174,potential
34.618332,36.021736,potential
34.579079,36.047787,potential
34.588898,36.093739,potential
34.544899,36.077202,potential
34.542183,36.07452,potential
34.542683,36.078671,potential
34.531998,36.098503,potential
34.549431,36.086021,potential
34.553818,36.09277,potential
34.559433,36.094254,potential
34.561649,36.102539,potential
34.534256,36.077488,potential
34.537148,36.065952,potential
34.530548,36.061836,potential
34.532948,36.064205,potential
34.533096,36.063732,potential
34.524925,36.055084,potential
34.51263,36.055969,potential
34.490494,36.069229,potential
34.51881,36.028122,potential
34.514309,36.038177,potential
34.500401,36.03632,potential
34.503864,35.988403,potential
34.501881,35.991039,potential
34.497368,35.99522,potential
34.497467,35.996353,potential
34.518368,35.983555,potential
34.52235,36.002987,potential
34.540882,36.007404,potential
34.499115,36.012222,potential
34.482597,36.01907,potential
34.464867,36.010986,potential
34.483101,36.03297,potential
34.480301,36.031471,potential
34.471199,36.04097,potential
34.460701,36.032669,potential
34.468597,36.089672,potential
34.4491,36.097469,potential
34.522865,36.010002,potential
34.513901,36.016872,potential
34.62125,36.264256,potential
34.62545,36.186588,potential
34.611416,36.211487,potential
34.6092,36.163872,potential
34.610649,36.154003,potential
34.597099,36.140839,potential
34.602898,36.134605,potential
34.583332,36.192448,potential
34.590115,36.201687,potential
34.586815,36.232639,potential
34.587349,36.231339,potential
